sample_name,mgrast_id,metagenome_id,metagenome_name,investigation_type,seq_meth,target_gene,adapters,forward_primers,lib_const_meth,lib_reads_seqd,lib_screen,lib_size,lib_vector,misc_param,misc_param_1,misc_param_2,misc_param_3,misc_param_4,misc_param_5,misc_param_6,misc_param_7,misc_param_8,misc_param_9,nucl_acid_amp,nucl_acid_ext,reverse_primers,seq_quality_check,target_subfragment,BSA_final_conc,KCl_final_conc,MgCl2_final_conc,NAP_volume,Tris_HCl_final_conc,amp_polymerase,cloning_kit,cycle_annealing_duration,cycle_annealing_method,cycle_annealing_temp,cycle_count,cycle_denaturation_duration,cycle_denaturation_temp,cycle_extension_duration,cycle_extension_temp,dATP_final_conc,dCTP_final_conc,dGTP_final_conc,dTTP_final_conc,denaturation_duration_initial,denaturation_temp_initial,domain,extension_duration_final,extension_temp_final,file_checksum,file_name,forward_barcodes,forward_primer_final_conc,gelatin_final_conc,host_cells,library_institute,library_notes,local_NAP_ids,other_additives,pcr_buffer_pH,pcr_clean_up_kits,pcr_clean_up_methods,pcr_notes,pcr_replicates,pcr_volume,polymerase_units,reverse_barcodes,reverse_primer_final_conc,run_machine_type,run_number,seq_center,seq_chem,seq_direction,seq_make,seq_model,seq_url,tail_duration,tail_polymerase,tail_temp,thermocycler
Unique name or id of the sample the library is derived from,MG-RAST Library ID,MG-RAST metagenome ID for sequences in this library,Unique name for the sequences from this library,"Library construction type. This field is either metagenome for whole genome shotgun sequencing or mimarks-survey for amplicon/target gene (eg. 16S) sequencing. Use one of: metagenome, mimarks-survey.","Sequencing method used. Use one of: sanger, pyrosequencing, abi-solid, ion torrent, 454, illumina, assembeled, other","Targeted gene or locus name for marker gene studies; e.g. 16S rRNA, 18S rRNA, nif, amoA, rpo",Adapters provide priming sequences for both amplification and sequencing of the sample-library fragments. Both adapters should be reported; in uppercase letters,"List of forward PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment",Library construction method used for clone libraries,Total number of clones sequenced from the library,Specific enrichment or screening methods applied before and/or after creating clone libraries,Total number of clones in the library prepared for the project,Cloning vector type(s) used in construction of libraries,"Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Link to a literature reference, electronic resource or a standard operating procedure (SOP)","Link to a literature reference, electronic resource or a standard operating procedure (SOP)","List of reverse PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment",Indicate if the sequence has been called by automatic systems (none) or undergone a manual editing procedure (e.g. by inspecting the raw data or chromatograms).,"Name of subfragment of a gene or locus; e.g. V6, V9, ITS",Final BSA concentration expressed in milligram / milliliter,KCl final concentration expressed in millimolar,MgCl2 final concentration expressed in millimolar,A list of volumes of nucleic acid preps used for PCR in this batch. Expressed in microliters,Tris-HCl final concentration expressed in millimolar,The polymerase used for amplification. Compare to tail_polymerase. Also could be RT PCR if rRNA was isolated from specimen.,Cloning kit make and model,Cycle annealing time in seconds,"Cycle annealing method. Use one of: static, touchdown, gradient, other",Cycle annealing temperature in celsius. May be one or more values,Number of thermocycles,Cycle denaturation time in seconds,Cycle denaturation temperature in celsius,Cycle extension time in seconds,Cycle extension temperature in celsius,dATP final concentration in micromolar,dATP final concentration in micromolar,dATP final concentration in micromolar,dATP final concentration in micromolar,Initial denaturation time in seconds,Initial denaturation temperature in celsius,"Archaea , Bacteria , Eukarya - requiered by VAMPS",Final extension time in seconds,Final extension temperature in celsius,MD5 checksum of the sequence file submitted to MG-RAST,Name of the sequence file submitted to MG-RAST,List of barcodes attached to forward primers,Forward primer final concentration in micromolar,Gelatin final concentration expressed in percent,Component cells make and model,Name of institute creating the library,Additional notes/information about the library,A list of nucleic acid prep ids processed in this batch. This is the ID attached to the tube containing the purified nucleic acids,Any other PCR additive that is not listed here,pH of PCR buffer,"One or more can be listed, but should be in corresponding order with clean_up_methods. Ex: MoBio UltraClean PCR Clean-Up Kit","One or more can be listed. Ex: column, gel, precipitation, size exclusion filtration",Additional notes/information about PCR,Replicate PCR reactiond that are pooled,PCR buffer volume expressed in microliters,Enzymatic units per tube,List of barcodes attached to reverse primers,Reverse primer final concentration in micromolar,Sequencing machine make and model,Samples were sequenced in multiple pools with non-unique barcodes,Name of instatute sequencing was done,Sequencing chemistry used,"Sequencing direction, valid terms are forward, reverse, both - requied by VAMPS",Make of the sequencing machine,Model of the sequencing machine,URL of instatute sequencing was done,Incubation time for tailing reaction in seconds,The polymerase used in tailing reaction,Incubation temperature for tailing reaction in celsius,Thermocycler make and model
mgs24931,mgl8220,4461143.3,F4T1pre4,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: 5/25/10,RUN_PREFIX: F4T1pre4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8cc8ac4913a6cfc616959524e24980b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24932,mgl8221,4461163.3,h47A.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_PREFIX: h47A.1,RUN_DATE: 5/21/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627d375620ae74605cee079a6a94c3d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24934,mgl8223,4461206.3,USinfTw21.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_PREFIX: USinfTw21.2,RUN_DATE: 11/8/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fbfe9c865dbf96ea0c9c65c5c4ad130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24935,mgl8224,4461203.3,USinfTw20.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: 11/8/10,RUN_PREFIX: USinfTw20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2148ec60e41e35bf4702b7a4300f6c76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24936,mgl8225,4461205.3,USinfTw21.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_DATE: 11/8/10,RUN_PREFIX: USinfTw21.1,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a76e236106aabd1793e154fd5e58676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24937,mgl8226,4461173.3,USBldChld8,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.","EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: 4/26/10,RUN_PREFIX: USBldChld8,BARCODE: None,PRIMER: None,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272c27b431fe8f95d4e01498375013d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24938,mgl8227,4461209.3,USinfTw4.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_PREFIX: USinfTw4.1,RUN_DATE: 11/8/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8be2976a53cc84248b3e068e571d7e85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24939,mgl8228,4461139.3,AmzC5chldF,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,BARCODE: None,RUN_DATE: 7/9/10,RUN_PREFIX: AmzC5chldF,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,PRIMER: None,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e747e7544a286e7fc031b732c51aaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24940,mgl8229,4461199.3,USinfTw19.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_PREFIX: USinfTw19.1,RUN_DATE: 11/8/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5acac6629e85424ae493cc7ffdcb179c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24941,mgl8230,4461178.3,USchp33Mom,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_PREFIX: USchp33Mom,RUN_DATE: 4/26/10,BARCODE: None,PRIMER: None,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e647aa4b972ae0445346bfc1e959a98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24942,mgl8231,4461130.3,Amz7adltF,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_PREFIX: Amz7adltF,RUN_DATE: 5/25/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dffd6685f7b0efe27a70f265fd46e54d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24943,mgl8232,4461121.3,Amz1baby,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_DATE: 5/25/10,RUN_PREFIX: Amz1baby,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef95b673d2f8af71ab22f811f3a6ea99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24945,mgl8234,4461213.3,USinfTw6.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,PRIMER: None,BARCODE: None,RUN_PREFIX: USinfTw6.1,RUN_DATE: 11/8/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a506bfd4857c89497704bf4af90058b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24946,mgl8235,4461204.3,USinfTw20.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,PRIMER: None,BARCODE: None,RUN_DATE: 11/8/10,RUN_PREFIX: USinfTw20.2,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b5134401fdb015fcef1847c1e0492af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24947,mgl8236,4461218.3,USinfTw8.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,BARCODE: None,RUN_PREFIX: USinfTw8.2,RUN_DATE: 11/8/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,PRIMER: None,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a43098cc210c88ca4c4f9db905b948b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24948,mgl8237,4461125.3,Amz4chldM1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_DATE: 5/25/10,RUN_PREFIX: Amz4chldM1,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eed2526d447de02b4d49a0b298620543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24949,mgl8238,4461185.3,USinfTw11.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_PREFIX: USinfTw11.1,RUN_DATE: 11/8/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b64ff0b26a9b7b5d607601718b128395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24950,mgl8239,4461128.3,Amz5chldF2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_PREFIX: Amz5chldF2,RUN_DATE: 5/25/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0456d26f4ccabbb686a7b048e38ffb2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24951,mgl8240,4461201.3,USinfTw2.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_PREFIX: USinfTw2.1,RUN_DATE: 11/8/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21d0e1cecd00da9da5c32f2794acd520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24952,mgl8241,4461162.3,h37M,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_PREFIX: h37M,RUN_DATE: 5/20/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47cfbdfc38ca1fa9a86d457f2fb0ad7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24953,mgl8242,4461170.3,USBldChld2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_PREFIX: USBldChld2,RUN_DATE: 4/26/10,BARCODE: None,PRIMER: None,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a56b746d770763f16597b75011dad26a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
